Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME
1,6.8985,6.8985,2,6.9688,6.9688,4,7.3981,7.3981,3,7.3937,7.3937
1,9.3316,16.2301,2,9.6146,16.5834,4,9.6056,17.0037,3,9.4769,16.8706
1,9.0609,25.2910,3,9.2594,25.8428,2,8.6779,25.6816,4,9.1944,26.0650
1,9.1704,34.4614,4,10.0698,35.9126,2,8.8958,34.5774,3,9.4316,35.4966
2,9.46,43.917,4,9.52,45.432,1,9.24,43.810,3,9.82,45.316
