Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.630,6.630,3,7.000,7.000,2,6.750,6.750,4,7.270,7.270
2,9.230,15.870,3,9.260,16.260,1,9.080,15.830,4,9.080,16.350
1,8.750,24.620,3,8.680,24.940,2,8.800,24.640,4,8.760,25.120
1,8.890,33.520,4,9.050,33.990,2,9.060,33.710,3,8.810,33.930
2,9.590,43.110,4,9.350,43.350,1,9.310,43.020,3,9.180,43.120
