Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME
3,7.29,7.29,1,7.06,7.06,4,7.45,7.45,2,7.19,7.19,5,7.55,7.55
2,9.23,16.52,1,9.29,16.35,4,9.30,16.75,3,9.38,16.57,5,9.61,17.16
2,9.02,25.54,1,8.79,25.14,4,8.99,25.74,3,9.09,25.66,5,9.23,26.39
3,9.21,34.75,1,9.01,34.15,4,9.22,34.96,2,9.08,34.74,5,9.61,36.00
2,9.56,44.309,1,9.31,43.453,4,10.53,45.483,3,10.09,44.824,5,10.04,46.032
