START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
3,14.24,14.24,1,14.00,,2,14.13,14.13,4,14.34,14.34,5,14.43,14.43,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
2,10.53,24.77,1,10.67,,3,10.65,24.78,4,10.61,24.95,5,10.62,25.05,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
1,9.52,34.29,2,9.71,,3,9.71,34.49,4,9.64,34.59,5,9.64,34.69,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
1,9.91,44.20,1,9.82,,3,9.78,44.27,4,9.82,44.41,5,9.84,44.53,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
5,10.62,54.82,3,9.92,,1,9.59,53.86,2,9.57,53.98,4,9.69,54.22,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
5,9.71,1:04.53,3,9.91,,1,9.96,1:03.82,2,9.96,1:03.94,4,9.92,1:04.14,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
5,9.89,1:14.42,3,9.77,,2,9.90,1:13.72,1,9.70,1:13.64,4,9.84,1:13.98,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
5,10.07,1:24.49,3,9.93,,2,9.92,1:23.64,1,9.93,1:23.57,4,9.92,1:23.90,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
5,10.58,1:35.07,,,,0,,PHOTO,1,10.09,1:33.66,3,10.03,1:33.918,2016-2017,ISU World Cup 2016/17 - Minsk (BLR),1000m(1),w,Quarterfinals,4
