WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.74,6.74,2,6.89,6.89,4,7.03,7.03,3,6.92,6.92
1,8.61,15.35,2,8.65,15.54,3,8.74,15.77,4,8.94,15.86
1,8.20,23.55,2,8.22,23.76,3,8.16,23.93,4,8.32,24.18
1,8.23,31.78,2,8.27,32.03,3,8.18,32.11,4,8.50,32.68
1,8.54,40.302,3,8.62,40.626,2,8.29,40.385,4,9.14,41.797
