Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME
4,14.26,14.26,2,14.04,14.04,3,14.13,14.13,1,13.96,13.96,4,14.26,14.26
5,10.26,24.52,2,10.25,24.29,3,10.26,24.39,1,10.25,24.21,4,10.24,24.50
4,9.82,34.34,2,9.74,34.03,3,9.75,34.14,1,9.69,33.90,5,9.90,34.40
5,9.69,44.03,2,9.66,43.69,3,9.65,43.79,1,9.71,43.61,4,9.54,43.94
5,9.73,53.76,2,9.75,53.44,3,9.75,53.54,1,9.73,53.34,4,9.71,53.65
5,9.84,1:03.60,2,9.83,1:03.27,3,9.84,1:03.38,1,9.84,1:03.18,4,9.83,1:03.48
5,10.05,1:13.65,2,9.81,1:13.08,3,9.83,1:13.21,1,9.82,1:13.00,4,9.87,1:13.35
5,10.53,1:24.18,2,9.78,1:22.86,3,9.77,1:22.98,1,9.76,1:22.76,4,9.84,1:23.19
5,11.55,1:35.73,2,9.98,1:32.84,3,9.95,1:32.93,1,9.97,1:32.73,4,10.19,1:33.38
