Cole William Isaac KRUEGER POSITION,Cole William Isaac KRUEGER LAP TIME,Cole William Isaac KRUEGER ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,Ilya DZMITRYINKA POSITION,Ilya DZMITRYINKA LAP TIME,Ilya DZMITRYINKA ELAPSED TIME
1,13.62,13.62,2,13.78,13.78,3,13.89,13.89,5,14.13,14.13,4,14.02,14.02,6,14.29,14.29
1,10.29,23.91,2,10.25,24.03,3,10.27,24.16,5,10.25,24.38,4,10.21,24.23,6,10.19,24.48
1,10.05,33.96,2,10.06,34.09,3,10.05,34.21,5,10.08,34.46,4,10.09,34.32,6,10.10,34.58
1,9.86,43.82,2,9.83,43.92,3,9.80,44.01,5,9.78,44.24,4,9.77,44.09,6,9.78,44.36
1,9.42,53.24,2,9.46,53.38,3,9.48,53.49,5,9.46,53.70,4,9.51,53.60,6,9.65,54.01
1,9.26,1:02.50,2,9.22,1:02.60,3,9.26,1:02.75,5,9.21,1:02.91,4,9.18,1:02.78,6,9.66,1:03.67
1,9.21,1:11.71,2,9.21,1:11.81,3,9.14,1:11.89,5,9.28,1:12.19,4,9.35,1:12.13,6,9.88,1:13.55
1,9.26,1:20.97,3,9.23,1:21.04,2,9.11,1:21.00,5,9.47,1:21.66,4,9.22,1:21.35,6,10.13,1:23.68
3,9.30,1:30.272,2,9.06,1:30.108,1,8.99,1:29.996,5,9.50,1:31.165,4,9.24,1:30.595,6,10.21,1:33.899
