Stefan ANGHEL POSITION,Stefan ANGHEL LAP TIME,Stefan ANGHEL ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
4,7.55,7.55,2,7.25,7.25,1,7.11,7.11,3,7.35,7.35
4,9.92,17.47,3,9.45,16.70,1,9.38,16.49,2,9.30,16.65
4,9.85,27.32,3,9.13,25.83,1,8.92,25.41,2,8.84,25.49
4,10.54,37.86,3,9.12,34.95,1,8.74,34.15,2,8.74,34.23
4,10.54,48.399,3,9.41,44.360,1,9.04,43.183,2,8.98,43.204
