Malwina ZAWADA POSITION,Malwina ZAWADA LAP TIME,Malwina ZAWADA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
3,15.23,15.23,4,15.33,15.33,2,15.04,15.04,1,14.76,14.76
3,12.37,27.61,4,12.32,27.65,2,12.47,27.52,1,12.53,27.30
3,11.59,39.20,4,11.73,39.39,2,11.48,39.00,1,11.64,38.94
3,10.32,49.53,4,10.18,49.57,2,10.35,49.36,1,10.24,49.18
3,9.92,59.46,4,9.95,59.52,2,10.03,59.39,1,9.90,59.08
3,9.48,1:08.94,4,9.55,1:09.07,1,9.30,1:08.70,2,9.73,1:08.82
3,9.50,1:18.44,4,9.43,1:18.51,1,9.57,1:18.27,2,9.58,1:18.40
4,9.70,1:28.15,3,9.45,1:27.96,1,9.44,1:27.71,2,9.38,1:27.78
4,10.12,1:38.268,2,9.49,1:37.446,1,9.69,1:37.391,3,9.69,1:37.466
