TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Stanislav OMELCHENKO POSITION,Stanislav OMELCHENKO LAP TIME,Stanislav OMELCHENKO ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,Oliver RINGER POSITION,Oliver RINGER LAP TIME,Oliver RINGER ELAPSED TIME,Mak KRSTIC POSITION,Mak KRSTIC LAP TIME,Mak KRSTIC ELAPSED TIME
2,13.04,13.04,3,13.19,13.19,1,12.95,12.95,4,13.30,13.30,5,13.96,13.96
1,10.19,23.23,4,10.34,23.53,2,10.38,23.33,3,10.15,23.45,5,10.56,24.52
1,10.23,33.46,3,10.16,33.69,2,10.24,33.57,4,10.30,33.75,5,10.49,35.01
1,9.84,43.30,3,9.88,43.57,2,9.89,43.46,4,10.93,44.68,5,10.71,45.72
1,9.87,53.17,3,9.94,53.51,2,9.85,53.31,4,10.11,54.79,5,11.03,56.75
1,9.59,1:02.76,3,9.75,1:03.26,2,9.68,1:02.99,4,10.37,1:05.16,5,11.35,1:08.10
1,9.37,1:12.13,3,9.71,1:12.97,2,9.60,1:12.59,4,10.70,1:15.86,5,11.61,1:19.71
1,9.55,1:21.68,3,9.97,1:22.94,2,9.73,1:22.32,4,11.21,1:27.07,5,12.72,1:32.43
1,9.71,1:31.369,3,10.22,1:33.143,2,10.19,1:32.493,4,11.51,1:38.568,5,11.89,1:44.300
