J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.80,6.80,3,7.11,7.11,2,6.92,6.92,4,7.27,7.27
1,8.92,15.72,3,9.07,16.18,2,8.91,15.83,4,9.26,16.53
1,8.46,24.18,3,8.68,24.86,2,8.52,24.35,4,8.93,25.46
1,8.63,32.81,3,8.81,33.67,2,8.73,33.08,4,9.06,34.52
1,8.83,41.637,3,9.03,42.700,2,8.89,41.965,4,9.44,43.954
