Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,13.3842,13.3842,1,13.3158,13.3158,3,13.4958,13.4958,4,13.7156,13.7156
3,10.0359,23.4201,2,10.0723,23.3881,1,9.8712,23.3670,4,9.7648,23.4804
2,10.0787,33.4988,1,10.0147,33.4028,4,10.2890,33.6560,3,10.0987,33.5791
2,9.9811,43.4799,1,9.9378,43.3406,4,9.8835,43.5395,3,9.9230,43.5021
3,10.1741,53.6540,1,10.0984,53.4390,4,10.1572,53.6967,2,10.0398,53.5419
2,9.9054,1:03.5594,1,10.0883,1:03.5273,3,9.9233,1:03.6200,4,10.0791,1:03.6210
3,9.9151,1:13.4745,1,9.7463,1:13.2736,4,10.0091,1:13.6291,2,9.7560,1:13.3770
3,9.6778,1:23.1523,1,9.4016,1:22.6752,4,9.5738,1:23.2029,2,9.6411,1:23.0181
3,9.86,1:33.007,1,9.88,1:32.555,4,9.82,1:33.016,2,9.92,1:32.934
