KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
3,13.27,13.27,1,13.06,13.06,4,13.38,13.38,5,13.52,13.52,2,13.19,13.19,6,13.58,13.58
2,10.08,23.35,1,10.11,23.17,5,10.05,23.43,6,9.95,23.47,3,10.18,23.37,3,9.79,23.37
4,9.58,32.93,1,9.38,32.55,6,14.97,38.40,5,9.88,33.35,3,9.46,32.83,2,9.34,32.71
4,9.49,42.42,1,9.52,42.07,6,10.25,48.65,5,9.54,42.89,3,9.50,42.33,2,9.50,42.21
4,9.63,52.05,1,9.58,51.65,6,10.64,59.29,5,9.64,52.53,3,9.58,51.91,2,9.61,51.82
4,9.54,1:01.59,1,9.62,1:01.27,6,13.33,1:12.62,5,9.81,1:02.34,3,9.59,1:01.50,2,9.56,1:01.38
4,9.57,1:11.16,1,9.54,1:10.81,6,11.16,1:23.78,5,10.16,1:12.50,3,9.55,1:11.05,2,9.56,1:10.94
4,9.65,1:20.81,1,9.66,1:20.47,6,11.32,1:35.10,5,10.72,1:23.22,3,9.68,1:20.73,2,9.69,1:20.63
4,9.72,1:30.534,1,9.78,1:30.25,6,11.33,1:46.431,5,11.24,1:34.467,0,9.63,1:30.36,0,9.69,1:30.32
