Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,MA Qiang POSITION,MA Qiang LAP TIME,MA Qiang ELAPSED TIME
3,7.10,7.10,4,7.42,7.42,1,6.84,6.84,2,7.07,7.07
3,8.98,16.08,4,8.80,16.22,1,8.75,15.59,2,8.88,15.95
3,8.66,24.74,4,8.63,24.85,1,8.65,24.24,2,8.69,24.64
2,8.67,33.41,3,8.56,33.41,1,8.61,32.85,4,38.45,1:03.09
3,9.14,42.546,2,8.98,42.388,1,9.12,41.963,4,21.89,1:24.972
