Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.08,7.08,2,7.22,7.22,3,7.35,7.35,4,7.62,7.62,5,7.72,7.72
1,9.12,16.20,2,9.07,16.29,3,9.11,16.46,4,9.24,16.86,5,9.26,16.98
1,8.58,24.78,2,8.57,24.86,3,8.52,24.98,4,8.57,25.43,5,8.62,25.60
1,8.73,33.51,2,8.75,33.61,2,8.63,33.61,4,8.78,34.21,5,8.75,34.35
1,8.92,42.43,3,9.35,42.953,2,9.04,42.65,4,8.98,43.176,5,8.96,43.311
