LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Trevor Xu Xuan TAN POSITION,Trevor Xu Xuan TAN LAP TIME,Trevor Xu Xuan TAN ELAPSED TIME
2,7.23,7.23,1,7.21,7.21,4,7.77,7.77,3,7.57,7.57
1,9.33,16.56,2,9.47,16.68,4,9.34,17.11,3,9.36,16.93
1,8.81,25.37,2,8.82,25.50,4,9.38,26.49,3,8.84,25.77
1,8.94,34.31,2,8.91,34.41,4,10.32,36.81,3,8.99,34.76
1,9.03,43.346,2,9.03,43.440,4,11.33,48.145,3,9.10,43.862
