Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
1,13.346,13.346,2,13.520,13.520,4,14.207,14.207,3,13.699,13.699
1,9.924,23.269,2,9.907,23.427,4,9.571,23.778,3,9.731,23.429
2,9.622,32.891,1,9.294,32.720,4,9.668,33.446,3,9.596,33.025
2,9.421,42.311,1,9.389,42.108,4,9.323,42.769,3,9.528,42.553
2,9.675,51.986,1,9.681,51.789,4,9.691,52.459,3,9.599,52.152
2,9.496,1:01.482,1,9.601,1:01.389,3,9.584,1:02.043,4,9.959,1:02.110
1,10.006,1:11.487,2,10.142,1:11.531,4,9.813,1:11.855,3,9.521,1:11.630
4,10.535,1:22.022,2,9.704,1:21.235,3,10.012,1:21.866,1,9.594,1:21.224
4,10.64,1:32.658,1,8.92,1:30.147,3,9.77,1:31.633,2,9.16,1:30.379
