HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
1,13.03,13.03,2,13.14,13.14,3,13.18,13.18,4,13.35,13.35
1,10.40,23.44,3,10.38,23.53,2,10.32,23.50,4,10.37,23.73
1,10.65,34.10,2,10.59,34.12,3,10.65,34.15,4,10.62,34.35
1,10.86,44.96,2,10.90,45.02,3,10.88,45.04,4,10.88,45.24
1,10.52,55.49,3,10.60,55.63,2,10.57,55.62,4,10.54,55.79
1,9.73,1:05.23,3,9.86,1:05.50,2,9.68,1:05.30,4,9.78,1:05.57
1,9.65,1:14.88,3,9.50,1:15.00,2,9.65,1:14.96,4,9.54,1:15.12
1,9.44,1:24.32,4,11.81,1:26.82,3,10.14,1:25.11,2,9.36,1:24.49
2,9.67,1:33.981,3,12.62,1:39.439,0,,DQ,1,9.27,1:33.752
