Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
4,7.26,7.26,1,7.00,7.00,2,7.11,7.11,3,7.21,7.21
4,9.31,16.57,1,8.97,15.97,2,8.97,16.08,3,8.99,16.20
4,8.87,25.44,1,8.47,24.44,2,8.45,24.53,3,8.49,24.69
3,8.99,34.43,1,8.66,33.10,4,19.68,44.21,2,8.80,33.49
3,9.30,43.721,1,9.12,42.211,0,,notime,2,9.48,42.970
