LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
1,6.88,6.88,2,6.97,6.97,3,7.12,7.12,4,7.24,7.24
1,9.00,15.88,2,9.08,16.05,3,9.09,16.21,4,9.12,16.36
1,8.42,24.30,2,8.55,24.60,3,8.50,24.71,4,8.64,25.00
1,8.71,33.01,2,8.82,33.42,3,8.82,33.53,4,8.86,33.86
1,9.22,42.227,2,9.04,42.453,3,9.01,42.537,4,9.06,42.917
