Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
3,7.19,7.19,1,6.95,6.95,2,7.09,7.09,4,7.34,7.34
3,8.99,16.18,1,8.89,15.84,2,8.93,16.02,4,9.03,16.37
3,8.47,24.65,1,8.57,24.41,2,8.49,24.51,4,8.84,25.21
3,8.71,33.36,1,8.64,33.05,2,8.79,33.30,4,9.06,34.27
3,8.93,42.289,1,8.93,41.980,2,8.91,42.210,4,9.18,43.441
