HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,Lexi BURKHOLDER POSITION,Lexi BURKHOLDER LAP TIME,Lexi BURKHOLDER ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,13.32,13.32,1,12.99,12.99,3,13.56,13.56,4,13.58,13.58
2,9.90,23.22,1,10.12,23.11,4,9.92,23.48,3,9.71,23.29
2,10.21,33.43,1,10.23,33.34,4,10.14,33.62,3,10.23,33.52
2,10.09,43.52,1,10.08,43.42,4,10.11,43.73,3,10.11,43.63
2,9.99,53.51,1,10.00,53.42,4,10.02,53.75,3,9.97,53.60
2,9.87,1:03.38,1,9.86,1:03.28,4,10.03,1:03.78,3,9.83,1:03.43
2,9.87,1:13.25,1,9.87,1:13.15,4,10.28,1:14.06,3,9.92,1:13.35
2,9.94,1:23.19,1,9.89,1:23.04,4,10.59,1:24.65,3,9.86,1:23.21
2,10.25,1:33.44,1,10.10,1:33.14,4,11.32,1:35.97,3,10.36,1:33.57
