BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
1,6.91,6.91,3,7.20,7.20,4,7.21,7.21,2,7.01,7.01
1,9.05,15.96,2,9.11,16.31,4,9.20,16.41,3,9.36,16.37
1,8.71,24.67,2,8.78,25.09,3,8.88,25.29,4,9.12,25.49
1,8.88,33.55,2,8.76,33.85,3,8.98,34.27,4,9.40,34.89
1,9.07,42.619,2,8.87,42.716,3,9.41,43.678,4,9.69,44.574
