LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME
1,13.360,13.360,3,13.465,13.465,4,13.729,13.729,2,13.458,13.458
2,9.807,23.167,3,9.743,23.207,4,9.725,23.453,1,9.482,22.940
3,9.564,32.730,2,9.402,32.609,4,9.502,32.955,1,9.466,32.406
3,9.522,42.252,2,9.426,42.035,4,9.361,42.316,1,9.549,41.954
3,9.359,51.610,2,9.487,51.522,4,9.435,51.750,1,9.328,51.282
3,9.098,1:00.708,2,9.141,1:00.662,4,9.134,1:00.884,1,9.215,1:00.496
2,9.186,1:09.894,3,9.418,1:10.079,4,9.317,1:10.201,1,9.039,1:09.535
2,9.168,1:19.061,4,17.187,1:27.265,3,9.584,1:19.784,1,9.455,1:18.989
1,9.47,1:28.528,4,12.79,1:40.050,3,12.28,1:32.059,2,9.67,1:28.656
