FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
1,7.200,7.200,2,7.290,7.290,3,7.460,7.460,4,7.600,7.600
1,9.510,16.710,3,9.990,17.290,4,9.970,17.430,2,9.290,16.890
1,9.300,26.020,2,8.920,26.210,4,9.570,27.010,3,9.380,26.270
1,9.250,35.270,2,9.160,35.380,4,9.150,36.160,3,9.360,35.640
1,9.370,44.640,3,9.450,44.830,4,9.850,46.020,2,9.140,44.780
