PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Alex BRYANT POSITION,Alex BRYANT LAP TIME,Alex BRYANT ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.81,6.81,2,7.02,7.02,3,7.14,7.14,4,7.26,7.26
1,9.02,15.83,2,8.90,15.92,4,9.17,16.31,3,8.79,16.05
1,8.61,24.44,2,8.66,24.58,4,8.62,24.93,3,8.60,24.65
1,8.66,33.10,3,8.71,33.29,4,8.77,33.70,2,8.52,33.17
1,8.81,41.91,3,8.90,42.19,4,9.07,42.77,2,8.79,41.96
