Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME
2,15.014,15.014,1,14.996,14.996,4,15.260,15.260,3,15.028,15.028
3,11.772,26.785,2,11.727,26.723,1,11.298,26.557,4,11.833,26.860
4,11.067,37.852,1,10.789,37.511,2,10.978,37.535,3,10.847,37.706
4,10.195,48.046,2,10.261,47.772,1,10.234,47.768,3,10.182,47.888
3,9.710,57.755,2,9.916,57.688,1,9.736,57.504,4,9.933,57.821
3,9.482,1:07.236,2,9.504,1:07.192,1,9.545,1:07.048,4,9.678,1:07.499
3,9.559,1:16.795,2,9.477,1:16.668,1,9.557,1:16.605,4,9.490,1:16.988
3,9.662,1:26.456,2,9.654,1:26.322,1,9.570,1:26.175,4,9.596,1:26.584
2,9.44,1:35.891,3,9.60,1:35.922,1,9.67,1:35.841,4,9.72,1:36.301
