Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,12.52,12.52,2,12.61,12.61,3,12.72,12.72,4,12.89,12.89
1,9.86,22.38,2,9.86,22.47,3,9.85,22.57,4,9.83,22.72
1,9.60,31.98,2,9.58,32.05,3,9.55,32.12,4,9.53,32.25
1,9.30,41.28,2,9.34,41.39,3,9.39,41.51,4,9.34,41.59
1,9.02,50.30,2,9.01,50.40,3,8.99,50.50,4,9.02,50.61
1,8.98,59.28,2,8.97,59.37,4,9.05,59.55,3,8.84,59.45
2,9.03,1:08.31,1,8.93,1:08.30,4,9.00,1:08.55,3,8.96,1:08.41
4,9.29,1:17.60,1,9.09,1:17.39,3,9.05,1:17.60,2,9.06,1:17.47
4,10.91,1:28.503,2,9.35,1:26.739,3,9.44,1:27.031,1,9.26,1:26.721
