Kiichi SHIGEHIRO POSITION,Kiichi SHIGEHIRO LAP TIME,Kiichi SHIGEHIRO ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,Krystian GISZKA POSITION,Krystian GISZKA LAP TIME,Krystian GISZKA ELAPSED TIME,Cyprien VACHERON POSITION,Cyprien VACHERON LAP TIME,Cyprien VACHERON ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
1,7.01,7.01,4,7.63,7.63,5,7.73,7.73,2,7.16,7.16,3,7.28,7.28
1,8.95,15.96,5,9.92,17.55,4,9.53,17.26,2,8.95,16.11,3,8.96,16.24
1,8.61,24.57,5,35.09,52.64,4,9.12,26.38,2,8.53,24.64,3,8.53,24.77
1,8.66,33.23,5,13.16,1:05.80,4,9.32,35.70,2,8.66,33.30,3,8.73,33.50
1,8.81,42.04,5,11.68,1:17.456,4,9.42,45.12,2,8.81,42.11,3,8.92,42.42
