WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Atsuko TAKATA POSITION,Atsuko TAKATA LAP TIME,Atsuko TAKATA ELAPSED TIME
2,16.657,16.657,4,17.010,17.010,3,16.884,16.884,1,16.614,16.614
3,12.457,29.113,4,12.349,29.358,2,12.211,29.094,1,12.400,29.014
1,11.562,40.675,4,11.693,41.051,3,11.822,40.915,2,11.672,40.685
2,10.779,51.453,4,10.689,51.739,3,10.604,51.519,1,10.542,51.227
1,10.378,1:01.831,4,10.410,1:02.149,3,10.520,1:02.038,2,10.761,1:01.987
3,10.413,1:12.243,1,10.006,1:12.154,4,10.369,1:12.407,2,10.177,1:12.164
1,9.777,1:22.020,4,10.317,1:22.471,2,9.721,1:22.127,3,10.181,1:22.345
1,9.859,1:31.879,4,10.118,1:32.588,2,9.848,1:31.975,3,10.052,1:32.396
2,10.17,1:42.042,4,10.41,1:42.990,1,9.84,1:41.807,3,10.55,1:42.942
