HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
2,6.83,6.83,1,6.75,6.75,3,6.94,6.94,5,7.41,7.41,4,7.07,7.07
2,8.65,15.48,1,8.65,15.40,3,8.65,15.59,5,8.72,16.13,4,8.66,15.73
2,8.20,23.68,1,8.17,23.57,3,8.18,23.77,5,8.07,24.20,4,8.13,23.86
2,8.26,31.94,1,8.33,31.90,3,8.18,31.95,5,8.32,32.52,4,8.25,32.11
3,8.72,40.660,1,8.54,40.436,2,8.56,40.507,5,8.32,40.838,4,8.61,40.711
