Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Casey MULLARKEY POSITION,Casey MULLARKEY LAP TIME,Casey MULLARKEY ELAPSED TIME
1,6.84,6.84,2,6.98,6.98,4,7.11,7.11,3,7.09,7.09,5,7.32,7.32
1,8.68,15.52,2,8.64,15.62,4,8.79,15.90,3,8.69,15.78,5,15.91,23.23
1,8.26,23.78,2,8.28,23.90,4,8.14,24.04,3,8.19,23.97,5,20.36,43.59
1,8.43,32.21,2,8.39,32.29,3,8.34,32.38,4,8.53,32.50,5,13.91,57.50
1,8.64,40.847,2,8.67,40.951,3,8.58,40.954,4,8.70,41.200,0,,notime
