Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
1,7.18,7.18,2,7.29,7.29,3,7.84,7.84,4,7.98,7.98
1,9.79,16.97,2,9.81,17.10,3,9.86,17.70,4,9.91,17.89
1,9.23,26.20,2,9.21,26.31,3,9.31,27.01,4,9.20,27.09
1,9.36,35.56,2,9.41,35.72,3,9.59,36.60,4,9.56,36.65
1,9.85,45.408,2,9.81,45.527,3,10.18,46.777,4,10.57,47.213
