ANTONISSEN Josse POSITION,ANTONISSEN Josse LAP TIME,ANTONISSEN Josse ELAPSED TIME,Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,GRUGNI Milan POSITION,GRUGNI Milan LAP TIME,GRUGNI Milan ELAPSED TIME
3,7.67,7.67,4,7.82,7.82,1,7.44,7.44,2,7.52,7.52
4,10.81,18.48,3,9.71,17.53,1,9.29,16.73,2,9.77,17.29
4,9.80,28.28,3,9.25,26.78,1,8.91,25.64,2,9.36,26.65
4,9.99,38.27,2,9.86,36.64,1,9.18,34.82,3,11.44,38.09
2,10.47,48.738,0,,PEN,1,9.48,44.291,3,27.31,1:05.394
