Samantha MORRISON POSITION,Samantha MORRISON LAP TIME,Samantha MORRISON ELAPSED TIME,ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME
1,7.80,7.80,2,7.93,7.93,3,8.09,8.09,4,8.31,8.31
1,9.89,17.69,2,9.87,17.80,3,9.77,17.86,4,9.99,18.30
1,9.39,27.08,2,9.39,27.19,3,9.46,27.32,4,9.25,27.55
1,9.60,36.68,2,9.59,36.78,3,9.57,36.89,4,9.45,37.00
1,9.96,46.619,2,,46.708,3,,46.711,4,9.82,46.806
