BRUNELLE Florence POSITION,BRUNELLE Florence LAP TIME,BRUNELLE Florence ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,BOUDRIAS Megan POSITION,BOUDRIAS Megan LAP TIME,BOUDRIAS Megan ELAPSED TIME
1,7.30,7.30,2,7.58,7.58,3,7.71,7.71,4,7.93,7.93,5,8.04,8.04
1,9.39,16.69,2,9.40,16.98,3,9.38,17.09,4,9.43,17.36,5,9.50,17.54
1,8.97,25.66,2,8.98,25.96,3,8.90,25.99,4,8.95,26.31,5,9.13,26.67
1,9.14,34.80,3,9.22,35.18,2,9.05,35.04,4,9.13,35.44,5,9.29,35.96
1,9.40,44.20,3,9.10,44.28,2,9.21,44.25,4,9.35,44.79,5,9.74,45.706
