Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,7.54,7.54,1,7.33,7.33,3,7.71,7.71,4,7.81,7.81
2,9.35,16.89,1,9.47,16.80,3,9.45,17.16,4,9.50,17.31
2,8.96,25.85,1,8.96,25.76,3,8.77,25.93,4,8.82,26.13
2,9.00,34.85,1,8.98,34.74,3,8.99,34.92,4,8.89,35.02
2,9.18,44.029,1,9.13,43.865,4,9.33,44.246,3,9.12,44.140
