CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME
2,12.48,12.48,3,12.59,12.59,1,12.38,12.38,4,12.70,12.70
1,9.61,22.09,3,9.73,22.32,2,9.80,22.18,4,9.71,22.41
1,9.79,31.88,3,9.77,32.09,2,9.80,31.98,4,9.77,32.18
1,9.80,41.68,3,9.80,41.89,2,9.81,41.79,4,9.78,41.96
1,9.65,51.33,3,9.67,51.56,2,9.63,51.42,4,9.72,51.68
1,9.36,1:00.69,3,9.37,1:00.93,2,9.37,1:00.79,4,9.35,1:01.03
1,9.29,1:09.98,3,9.23,1:10.16,2,9.30,1:10.09,4,9.22,1:10.25
1,9.30,1:19.28,3,9.45,1:19.61,2,9.43,1:19.52,4,9.43,1:19.68
1,9.61,1:28.887,0,,PEN,3,28.57,1:48.087,2,9.58,1:29.260
