Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
2,14.08,14.08,1,14.05,14.05,3,14.15,14.15,4,14.34,14.34
2,11.05,25.13,1,10.96,25.01,3,11.10,25.25,4,11.02,25.36
2,10.98,36.11,1,10.93,35.94,3,10.94,36.19,4,10.98,36.34
1,10.26,46.37,2,10.51,46.45,3,10.38,46.57,4,10.35,46.69
1,10.64,57.01,3,10.66,57.11,2,10.54,57.11,4,10.62,57.31
1,10.33,1:07.34,3,10.41,1:07.52,2,10.36,1:07.47,4,10.36,1:07.67
1,9.83,1:17.17,4,9.98,1:17.50,2,9.84,1:17.31,3,9.75,1:17.42
1,9.55,1:26.72,4,9.99,1:27.49,2,9.55,1:26.86,3,9.54,1:26.96
1,9.55,1:36.262,4,11.48,1:38.970,2,9.54,1:36.392,3,9.57,1:36.529
