ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME
1,6.88,6.88,2,7.03,7.03,4,7.37,7.37,3,7.17,7.17
1,8.82,15.70,2,8.96,15.99,4,8.97,16.34,3,8.96,16.13
1,8.47,24.17,2,8.46,24.45,4,8.44,24.78,3,8.40,24.53
1,8.62,32.79,2,8.63,33.08,4,8.46,33.24,3,8.60,33.13
1,8.78,41.57,3,8.94,42.021,4,8.96,42.205,2,8.87,42.001
