Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
0,,,3,14.736,14.736,2,14.423,14.423,1,14.255,14.255
4,,36.155,1,10.342,25.077,3,11.015,25.438,2,11.047,25.302
0,,,2,10.915,35.992,1,5.569,31.007,3,10.894,36.197
3,,45.945,1,9.771,45.764,2,14.900,45.906,4,9.816,46.013
2,9.791,55.735,1,9.867,55.630,4,10.038,55.944,3,9.888,55.901
2,9.966,1:05.701,1,9.929,1:05.560,4,9.948,1:05.893,3,9.884,1:05.785
2,10.064,1:15.765,1,10.009,1:15.569,4,9.955,1:15.847,3,10.035,1:15.820
2,10.040,1:25.805,1,10.054,1:25.623,3,10.067,1:25.914,4,10.123,1:25.943
1,9.929,1:35.734,3,10.196,1:35.819,2,9.879,1:35.793,4,10.818,1:36.761
