ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
3,13.38,13.38,1,13.09,13.09,2,13.27,13.27,4,13.66,13.66
4,10.32,23.71,1,10.25,23.34,2,10.38,23.65,3,10.03,23.69
3,9.97,33.69,1,9.91,33.25,2,9.86,33.52,4,10.13,33.83
3,9.52,43.21,1,9.63,42.89,2,9.54,43.06,4,9.56,43.40
3,9.69,52.91,1,9.55,52.44,2,9.72,52.79,4,9.66,53.07
3,9.60,1:02.51,1,9.81,1:02.25,2,9.65,1:02.45,4,9.75,1:02.83
1,9.31,1:11.82,2,9.70,1:11.95,3,9.64,1:12.10,4,9.44,1:12.27
1,9.42,1:21.24,2,9.42,1:21.38,3,9.67,1:21.77,4,9.79,1:22.06
1,9.93,1:31.161,2,10.55,1:31.924,3,10.44,1:32.204,4,10.21,1:32.269
