Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
1,6.694,6.694,4,6.901,6.901,2,6.836,6.836,3,6.862,6.862
1,9.056,15.750,2,8.949,15.849,4,9.732,16.568,3,9.019,15.880
1,8.821,24.571,2,8.756,24.605,4,9.312,25.879,3,8.738,24.618
1,8.886,33.457,2,8.974,33.579,4,9.076,34.954,3,9.047,33.664
1,9.34,42.791,2,9.25,42.824,4,9.74,44.692,3,9.54,43.196
