Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Michal DOMANSKI POSITION,Michal DOMANSKI LAP TIME,Michal DOMANSKI ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME
1,6.81,6.81,2,6.99,6.99,3,7.09,7.09,5,7.41,7.41,4,7.19,7.19
1,8.74,15.55,2,9.00,15.99,3,8.93,16.02,5,9.10,16.51,4,8.91,16.10
1,8.22,23.77,4,8.80,24.79,2,8.55,24.57,5,8.76,25.27,3,8.53,24.63
1,8.43,32.20,4,8.90,33.69,2,8.72,33.29,5,8.81,34.08,3,8.88,33.51
1,8.64,40.84,4,9.06,42.75,2,8.88,42.17,5,9.06,43.14,3,8.92,42.43
