Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,12.17,12.17,2,12.26,12.26,3,12.34,,4,12.40,12.40,5,12.48,12.48
1,9.54,21.71,1,9.45,21.71,3,9.50,,4,9.53,21.93,5,9.52,22.00
2,9.20,30.91,1,9.17,30.88,2,9.07,,5,9.20,31.13,4,9.01,31.01
1,9.09,40.00,2,9.20,40.08,4,9.31,,5,9.16,40.29,3,9.19,40.20
1,9.20,49.20,2,9.22,49.30,4,9.27,,5,9.30,49.59,3,9.16,49.36
2,9.25,58.45,1,9.02,58.32,4,9.10,,5,9.12,58.71,3,9.13,58.49
2,9.18,1:07.63,1,9.14,1:07.46,4,9.21,,5,9.20,1:07.91,3,9.19,1:07.68
2,9.19,1:16.82,1,9.25,1:16.71,4,9.15,,5,9.21,1:17.12,3,9.25,1:16.93
2,9.50,1:26.32,1,9.50,1:26.21,4,9.66,,3,9.28,1:26.40,5,11.14,1:28.07
