Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
1,7.41,7.41,2,7.63,7.63,4,8.10,8.10,3,7.71,7.71
1,9.40,16.81,2,9.35,16.98,4,9.74,17.84,3,9.38,17.09
1,9.09,25.90,2,9.07,26.05,4,9.52,27.36,3,9.13,26.22
1,9.07,34.97,2,9.05,35.10,4,9.44,36.80,3,9.04,35.26
1,9.32,44.281,2,9.20,44.300,4,9.98,46.780,3,9.38,44.633
