Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
1,14.370,14.370,4,14.543,14.543,2,14.512,14.512,3,14.517,14.517
2,10.433,24.802,4,10.394,24.937,3,10.399,24.911,1,10.274,24.791
2,9.517,34.319,3,9.484,34.421,1,9.284,34.194,4,9.702,34.493
2,9.024,43.342,3,9.049,43.469,1,9.085,43.278,4,9.067,43.559
1,8.979,52.320,3,9.008,52.477,2,9.093,52.371,4,9.036,52.595
1,9.088,1:01.408,3,9.094,1:01.571,2,9.136,1:01.507,4,9.075,1:01.670
1,9.063,1:10.470,3,9.212,1:10.782,2,9.105,1:10.611,4,9.114,1:10.783
1,8.940,1:19.409,4,9.881,1:20.663,2,9.002,1:19.613,3,8.988,1:19.771
1,9.25,1:28.655,4,11.08,1:31.737,2,9.29,1:28.903,3,9.32,1:29.084
