WANG Xue POSITION,WANG Xue LAP TIME,WANG Xue ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,CHUNG_FALSCH Hsiao-Ying POSITION,CHUNG_FALSCH Hsiao-Ying LAP TIME,CHUNG_FALSCH Hsiao-Ying ELAPSED TIME,Lenka ZAHUMENSKA POSITION,Lenka ZAHUMENSKA LAP TIME,Lenka ZAHUMENSKA ELAPSED TIME
1,7.40,7.40,3,8.13,8.13,2,7.85,7.85,4,8.31,8.31
1,9.81,17.21,3,10.00,18.13,2,10.04,17.89,4,9.98,18.29
1,9.43,26.64,3,9.28,27.41,2,9.52,27.41,4,9.43,27.72
1,9.54,36.18,2,9.51,36.92,3,9.81,37.22,4,9.64,37.36
1,9.75,45.929,2,9.70,46.613,3,9.96,47.177,4,9.85,47.203
