Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
2,12.90,12.90,1,12.85,12.85,4,13.06,13.06,3,13.02,13.02
1,9.78,22.68,3,10.00,22.85,4,9.92,22.98,2,9.72,22.74
1,9.79,32.47,3,9.81,32.66,4,9.80,32.78,2,9.82,32.56
1,9.37,41.84,3,9.34,42.00,4,9.50,42.28,2,9.41,41.97
1,9.14,50.98,3,9.22,51.22,4,9.08,51.36,2,9.15,51.12
1,8.99,59.97,3,9.11,1:00.33,4,9.09,1:00.45,2,9.11,1:00.23
1,8.96,1:08.93,3,8.93,1:09.26,4,8.97,1:09.42,2,8.92,1:09.15
1,9.07,1:18.00,3,8.98,1:18.24,4,9.19,1:18.61,2,8.99,1:18.14
1,9.18,1:27.180,3,9.15,1:27.389,4,9.49,1:28.098,2,9.18,1:27.317
