WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,13.68,13.68,2,13.81,13.81,3,13.94,13.94,4,14.16,14.16
1,10.87,24.55,2,10.84,24.65,3,10.82,24.76,4,10.78,24.94
1,10.64,35.19,2,10.67,35.32,3,10.65,35.41,4,10.62,35.56
1,10.42,45.61,2,10.38,45.70,4,10.53,45.94,3,10.26,45.82
1,9.81,55.42,2,9.83,55.53,3,9.67,55.61,4,9.83,55.65
1,9.34,1:04.76,2,9.31,1:04.84,3,9.33,1:04.94,4,9.38,1:05.03
1,9.20,1:13.96,2,9.19,1:14.03,3,9.20,1:14.14,4,9.28,1:14.31
1,9.37,1:23.33,4,27.24,1:41.27,2,9.31,1:23.45,3,9.69,1:24.00
1,9.42,1:32.749,4,18.32,1:59.581,2,9.57,1:33.020,3,9.92,1:33.912
