Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Lezleigh JAWORSKI POSITION,Lezleigh JAWORSKI LAP TIME,Lezleigh JAWORSKI ELAPSED TIME
0,9.9,9.9,0,10.0,10.0,0,10.1,10.1,0,10.1,10.1
0,9.5,19.4,0,9.5,19.5,0,9.6,19.7,0,9.5,19.6
0,9.4,28.8,0,9.4,28.9,0,9.4,29.2,0,9.6,29.1
0,9.9,38.7,0,9.9,38.8,0,9.8,38.9,0,9.8,38.9
0,,,0,,,0,,,0,,
