WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME
2,12.96,12.96,4,13.21,13.21,5,13.29,13.29,3,13.12,13.12,1,12.85,12.85
3,10.02,22.98,2,9.67,22.88,5,9.95,23.24,4,9.99,23.11,1,10.00,22.85
3,9.37,32.35,1,9.38,32.26,5,9.40,32.64,4,9.38,32.49,2,9.47,32.32
1,9.25,41.60,2,9.43,41.69,5,9.34,41.98,4,9.37,41.86,3,9.43,41.75
1,9.64,51.24,2,9.66,51.35,5,9.66,51.64,4,9.68,51.54,3,9.69,51.44
1,9.46,1:00.70,2,9.48,1:00.83,5,9.48,1:01.12,4,9.44,1:00.98,3,9.46,1:00.90
1,9.25,1:09.95,2,9.24,1:10.07,5,9.26,1:10.38,4,9.21,1:10.19,3,9.27,1:10.17
3,9.65,1:19.60,2,9.38,1:19.45,5,9.95,1:20.33,1,9.08,1:19.27,4,9.56,1:19.73
3,9.39,1:28.987,2,9.46,1:28.908,5,10.37,1:30.693,1,9.30,1:28.568,4,9.53,1:29.256
