de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Mirza KARIC POSITION,Mirza KARIC LAP TIME,Mirza KARIC ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
1,6.98,6.98,4,7.32,7.32,2,7.08,7.08,5,7.71,7.71,3,7.13,7.13
1,9.15,16.13,4,9.32,16.64,2,9.20,16.28,5,10.52,18.23,3,9.38,16.51
1,9.06,25.19,4,8.99,25.63,2,8.92,25.20,5,10.95,29.18,3,9.00,25.51
2,9.05,34.24,4,9.09,34.72,1,8.94,34.14,5,11.01,40.19,3,8.99,34.50
2,9.11,43.349,4,9.32,44.036,1,9.11,43.244,5,11.36,51.546,3,9.35,43.848
