DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
5,16.53,16.53,4,16.42,16.42,3,16.28,16.28,2,16.19,16.19,1,16.06,16.06
2,11.00,27.53,1,11.09,27.51,4,11.57,27.85,5,11.82,28.01,3,11.64,27.70
1,9.85,37.38,2,9.95,37.46,4,9.80,37.65,5,9.73,37.74,3,9.85,37.55
1,10.29,47.67,2,10.30,47.76,4,10.30,47.95,5,10.32,48.06,3,10.30,47.85
2,10.08,57.75,1,9.88,57.64,3,9.95,57.90,5,9.98,58.04,4,10.12,57.97
2,9.41,1:07.16,1,9.45,1:07.09,3,9.36,1:07.26,5,9.57,1:07.61,4,9.41,1:07.38
2,9.40,1:16.56,1,9.29,1:16.38,3,9.42,1:16.68,5,9.35,1:16.96,4,9.44,1:16.82
2,9.23,1:25.79,1,9.30,1:25.68,3,9.14,1:25.82,5,9.43,1:26.39,4,9.34,1:26.16
3,9.50,1:35.289,1,9.37,1:35.042,2,9.29,1:35.102,5,9.80,1:36.189,4,9.39,1:35.548
