FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Debora SECCHI POSITION,Debora SECCHI LAP TIME,Debora SECCHI ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME
0,,,2,7.830,7.830,1,7.480,7.480,0,,
0,,,2,9.920,17.760,1,9.810,17.300,0,,
1,0.000,26.540,3,9.760,27.520,2,9.440,26.740,0,,
1,9.500,36.040,3,9.980,37.510,2,9.440,36.180,0,,
2,9.710,45.760,3,10.400,47.920,1,9.510,45.690,0,,
