LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
3,14.22,14.22,4,14.37,14.37,5,14.47,14.47,1,13.97,13.97,2,14.06,14.06
1,10.35,24.57,5,10.60,24.97,4,10.34,24.81,2,10.70,24.67,3,10.71,24.77
1,9.71,34.28,5,9.69,34.66,3,9.62,34.43,2,9.64,34.31,4,9.75,34.52
2,9.36,43.64,4,9.24,43.90,5,9.49,43.92,1,9.26,43.57,3,9.36,43.88
1,9.03,52.67,3,9.02,52.92,5,9.36,53.28,2,9.22,52.79,4,9.25,53.13
1,8.82,1:01.49,3,8.81,1:01.73,4,8.93,1:02.21,2,8.83,1:01.62,5,9.13,1:02.26
1,8.62,1:10.11,3,8.69,1:10.42,4,9.05,1:11.26,2,8.60,1:10.22,5,9.58,1:11.84
1,8.73,1:18.84,3,8.99,1:19.41,4,9.39,1:20.65,2,8.74,1:18.96,5,10.09,1:21.93
0,8.87,1:27.71,3,9.50,1:28.91,4,9.85,1:30.50,0,8.74,1:27.70,5,10.74,1:32.67
