Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,KIM Dam Min POSITION,KIM Dam Min LAP TIME,KIM Dam Min ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME
2,13.10,13.10,1,12.99,12.99,4,13.28,13.28,5,13.46,13.46,3,13.20,13.20
2,10.41,23.51,1,10.42,23.41,4,10.44,23.72,5,10.41,23.87,3,10.42,23.62
2,10.15,33.66,1,10.13,33.54,4,10.19,33.91,5,10.15,34.02,3,10.18,33.80
2,9.91,43.57,1,9.94,43.48,4,9.82,43.73,5,9.82,43.84,3,9.78,43.58
3,9.89,53.46,1,9.78,53.26,4,9.85,53.58,5,9.81,53.65,2,9.81,53.39
3,9.84,1:03.30,1,9.82,1:03.08,4,9.80,1:03.38,5,9.80,1:03.45,2,9.81,1:03.20
3,9.71,1:13.01,1,9.70,1:12.78,4,9.74,1:13.12,5,9.69,1:13.14,2,9.70,1:12.90
3,9.77,1:22.78,1,9.70,1:22.48,4,9.91,1:23.03,5,23.48,1:36.62,2,9.75,1:22.65
3,9.93,1:32.702,1,9.86,1:32.332,4,10.04,1:33.062,5,16.08,1:52.696,2,10.02,1:32.663
