Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,ZHU Mi Lei POSITION,ZHU Mi Lei LAP TIME,ZHU Mi Lei ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME
4,13.7675,13.7675,3,13.7198,13.7198,1,13.6022,13.6022,2,13.6445,13.6445
1,10.0693,23.8368,4,10.2311,23.9509,2,10.2765,23.8787,3,10.2974,23.9419
3,9.9385,33.7753,1,9.7344,33.6853,2,9.8383,33.7170,4,9.8598,33.8017
4,9.7778,43.5531,2,9.7670,43.4523,1,9.6104,43.3274,3,9.7093,43.5110
4,10.1010,53.6541,2,10.1088,53.5611,1,10.0804,53.4078,3,10.1064,53.6174
4,10.1628,1:03.8169,2,10.1506,1:03.7117,1,10.1138,1:03.5216,3,10.1717,1:03.7891
3,10.0482,1:13.8651,1,10.0840,1:13.7957,2,10.2917,1:13.8133,4,10.0824,1:13.8715
4,10.7112,1:24.5763,1,9.8859,1:23.6816,2,9.8697,1:23.6830,3,9.9145,1:23.7860
4,11.45,1:36.025,1,9.87,1:33.544,2,9.97,1:33.652,3,9.97,1:33.752
