Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME
1,6.83,6.83,2,6.98,6.98,3,7.29,7.29,4,7.47,7.47
1,9.31,16.14,2,9.50,16.48,3,9.35,16.65,4,9.61,17.08
1,8.91,25.05,2,9.05,25.54,3,8.90,25.56,4,9.65,26.73
1,9.17,34.23,2,9.13,34.68,3,9.15,34.71,4,9.98,36.72
1,9.52,43.749,2,9.23,43.910,3,9.38,44.088,4,9.82,46.536
