Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Roman IZBICKI POSITION,Roman IZBICKI LAP TIME,Roman IZBICKI ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
0,14.958,14.958,0,15.119,15.119,0,15.033,15.033,0,15.195,15.195
0,11.045,26.003,0,11.136,26.255,0,10.937,25.969,0,10.738,25.933
0,9.747,35.750,0,9.805,36.060,0,9.845,35.814,0,9.706,35.638
0,9.545,45.295,0,9.595,45.654,0,,,0,9.694,45.332
0,9.746,55.040,0,9.642,55.296,0,,55.254,0,9.766,55.098
0,9.859,1:04.899,0,9.534,1:04.830,0,9.706,1:04.959,0,9.857,1:04.955
0,9.588,1:14.487,0,9.474,1:14.305,0,9.851,1:14.811,0,9.699,1:14.654
0,9.665,1:24.152,0,9.801,1:24.105,0,9.981,1:24.792,0,9.946,1:24.600
0,10.075,1:34.228,0,9.677,1:33.782,0,10.312,1:35.104,0,10.368,1:34.967
