LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
3,14.68,14.68,5,14.92,14.92,1,14.37,14.37,2,14.38,14.38,4,14.82,14.82
3,10.60,25.28,5,10.55,25.47,1,10.89,25.26,2,10.88,25.26,4,10.63,25.45
1,9.76,35.04,5,9.96,35.43,3,9.94,35.20,2,9.86,35.12,4,9.88,35.33
1,9.82,44.86,5,9.80,45.23,4,9.90,45.10,2,9.82,44.94,3,9.70,45.03
1,9.74,54.60,5,9.80,55.03,4,9.76,54.86,3,9.75,54.69,2,9.66,54.69
1,9.59,1:04.19,5,9.79,1:04.82,4,9.64,1:04.50,3,9.80,1:04.49,2,9.61,1:04.30
1,9.28,1:13.47,5,10.23,1:15.05,4,9.65,1:14.15,3,9.39,1:13.88,2,9.37,1:13.67
1,9.11,1:22.58,5,10.81,1:25.86,4,9.75,1:23.90,2,9.05,1:22.93,3,9.45,1:23.12
1,9.22,1:31.793,5,10.89,1:36.747,4,10.07,1:33.962,2,9.23,1:32.160,3,9.74,1:32.856
