Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
3,7.76,7.76,1,7.34,7.34,2,7.53,7.53,4,7.84,7.84
4,10.05,17.81,1,9.38,16.72,2,9.72,17.25,3,9.78,17.62
4,9.62,27.43,1,8.90,25.62,2,9.36,26.61,3,9.21,26.83
4,9.83,37.26,1,9.08,34.70,2,9.33,35.94,3,9.36,36.19
4,10.25,47.502,1,9.24,43.939,2,9.56,45.499,3,9.43,45.613
