ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
1,13.64,13.64,2,13.72,13.72,3,13.81,13.81,4,13.86,13.86
2,9.93,23.57,3,9.95,23.67,1,9.60,23.41,4,10.02,23.88
2,9.78,33.35,3,9.79,33.46,1,9.83,33.24,4,9.73,33.61
2,9.80,43.15,3,9.80,43.26,1,9.81,43.05,4,9.76,43.37
2,9.91,53.06,3,9.88,53.14,1,9.88,52.93,4,9.90,53.27
1,9.88,1:02.94,3,9.97,1:03.11,2,10.02,1:02.95,4,10.03,1:03.30
1,9.52,1:12.46,2,9.48,1:12.59,3,9.87,1:12.82,4,10.24,1:13.54
1,9.51,1:21.97,2,9.49,1:22.08,3,9.93,1:22.75,4,10.57,1:24.11
1,9.53,1:31.499,2,9.59,1:31.666,3,10.14,1:32.886,4,10.88,1:34.984
