Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,June Liang LIM POSITION,June Liang LIM LAP TIME,June Liang LIM ELAPSED TIME
2,7.09,7.09,1,6.96,6.96,3,7.31,7.31,4,7.80,7.80
2,9.19,16.28,1,9.18,16.14,3,9.06,16.37,4,11.15,18.95
2,8.83,25.11,1,8.88,25.02,3,8.87,25.24,4,10.82,29.77
2,9.03,34.14,1,8.94,33.96,3,8.90,34.14,4,10.89,40.66
3,9.32,43.452,1,9.21,43.163,2,9.11,43.249,4,11.35,52.002
